,indexes,names,scores
0,1,MSE_norm_E3017_Intensity,0.746869423771
1,2,CC_abs_E3021_iBAQ,0.0655815013965
2,3,MAE_abs_E3021_MS-MS-Count,0.061873666701
3,4,MdAE_norm_E3027_Unique-peptides,0.0291758762236
4,5,MSE_norm_E3019_MS-MS-Count,0.0198652361033
5,6,ADR_E3028_Unique-peptides,0.0191093458306
6,7,CC_abs_E3027_Unique-peptides,0.0137868125194
7,8,VMS_E3024_iBAQ,0.0134878355831
8,9,experimental,0.00905740308787
9,10,R2_abs_E3019_Intensity,0.00648352804968
10,11,MdAE_norm_E3017_Intensity,0.00463109146406
11,12,F1_E3017_MS-MS-Count,0.00347331859804
12,13,CKS_E3020_MS-MS-Count,0.00344739831
13,14,AS_E3020_Intensity,0.00315756236186
14,15,SC_E3027_Unique-peptides,0.0
15,16,CC_max_E3027_Unique-peptides,0.0
16,17,CC_average_E3027_Unique-peptides,0.0
17,18,PC_E3027_Unique-peptides,0.0
18,19,combined_score,0.0
19,20,CM_E3027_Unique-peptides,0.0
20,21,CM_norm_E3027_Unique-peptides,0.0
21,22,CA_E3027_Unique-peptides,0.0
22,23,EVS_abs_E3017_iBAQ,0.0
23,24,MAE_abs_E3017_iBAQ,0.0
24,25,MSE_abs_E3017_iBAQ,0.0
25,26,MdAE_abs_E3017_iBAQ,0.0
26,27,R2_abs_E3017_iBAQ,0.0
27,28,EVS_norm_E3017_iBAQ,0.0
28,29,RS_E3027_Unique-peptides,0.0
29,30,F1_E3027_Unique-peptides,0.0
30,31,PS_E3027_Unique-peptides,0.0
31,32,HL_E3027_Unique-peptides,0.0
32,33,MSE_abs_E3027_Unique-peptides,0.0
33,34,MdAE_abs_E3027_Unique-peptides,0.0
34,35,R2_abs_E3027_Unique-peptides,0.0
35,36,EVS_norm_E3027_Unique-peptides,0.0
36,37,MAE_norm_E3027_Unique-peptides,0.0
37,38,MSE_norm_E3027_Unique-peptides,0.0
38,39,R2_norm_E3027_Unique-peptides,0.0
39,40,ADR_E3027_Unique-peptides,0.0
40,41,CS_E3027_Unique-peptides,0.0
41,42,FMS_E3027_Unique-peptides,0.0
42,43,HS_E3027_Unique-peptides,0.0
43,44,MIS_E3027_Unique-peptides,0.0
44,45,VMS_E3027_Unique-peptides,0.0
45,46,AS_E3027_Unique-peptides,0.0
46,47,CKS_E3027_Unique-peptides,0.0
47,48,MAE_norm_E3017_iBAQ,0.0
48,49,ADR_E3017_iBAQ,0.0
49,50,MSE_norm_E3017_iBAQ,0.0
50,51,MAE_norm_E3017_Intensity,0.0
51,52,CA_E3017_iBAQ,0.0
52,53,EVS_abs_E3017_Intensity,0.0
53,54,MAE_abs_E3017_Intensity,0.0
54,55,MSE_abs_E3017_Intensity,0.0
55,56,MdAE_abs_E3017_Intensity,0.0
56,57,R2_abs_E3017_Intensity,0.0
57,58,EVS_norm_E3017_Intensity,0.0
58,59,R2_norm_E3017_Intensity,0.0
59,60,CM_E3017_iBAQ,0.0
60,61,ADR_E3017_Intensity,0.0
61,62,CS_E3017_Intensity,0.0
62,63,FMS_E3017_Intensity,0.0
63,64,HS_E3017_Intensity,0.0
64,65,MIS_E3017_Intensity,0.0
65,66,VMS_E3017_Intensity,0.0
66,67,AS_E3017_Intensity,0.0
67,68,CM_norm_E3017_iBAQ,0.0
68,69,SC_E3017_iBAQ,0.0
69,70,MdAE_norm_E3017_iBAQ,0.0
70,71,AS_E3017_iBAQ,0.0
71,72,R2_norm_E3017_iBAQ,0.0
72,73,EVS_abs_E3027_Unique-peptides,0.0
73,74,CS_E3017_iBAQ,0.0
74,75,FMS_E3017_iBAQ,0.0
75,76,HS_E3017_iBAQ,0.0
76,77,MIS_E3017_iBAQ,0.0
77,78,VMS_E3017_iBAQ,0.0
78,79,CKS_E3017_iBAQ,0.0
79,80,PC_E3017_iBAQ,0.0
80,81,F1_E3017_iBAQ,0.0
81,82,HL_E3017_iBAQ,0.0
82,83,PS_E3017_iBAQ,0.0
83,84,RS_E3017_iBAQ,0.0
84,85,CC_abs_E3017_iBAQ,0.0
85,86,CC_max_E3017_iBAQ,0.0
86,87,CC_average_E3017_iBAQ,0.0
87,88,MAE_abs_E3027_Unique-peptides,0.0
88,89,CM_E3027_MS-MS-Count,0.0
89,90,CA_E3027_MS-MS-Count,0.0
90,91,MAE_norm_E3027_LFQ-intensity,0.0
91,92,CM_norm_E3027_Intensity,0.0
92,93,CA_E3027_Intensity,0.0
93,94,EVS_abs_E3027_LFQ-intensity,0.0
94,95,MAE_abs_E3027_LFQ-intensity,0.0
95,96,MSE_abs_E3027_LFQ-intensity,0.0
96,97,MdAE_abs_E3027_LFQ-intensity,0.0
97,98,R2_abs_E3027_LFQ-intensity,0.0
98,99,EVS_norm_E3027_LFQ-intensity,0.0
99,100,MSE_norm_E3027_LFQ-intensity,0.0
100,101,CM_norm_E3027_MS-MS-Count,0.0
101,102,MdAE_norm_E3027_LFQ-intensity,0.0
102,103,R2_norm_E3027_LFQ-intensity,0.0
103,104,ADR_E3027_LFQ-intensity,0.0
104,105,CS_E3027_LFQ-intensity,0.0
105,106,FMS_E3027_LFQ-intensity,0.0
106,107,HS_E3027_LFQ-intensity,0.0
107,108,MIS_E3027_LFQ-intensity,0.0
108,109,VMS_E3027_LFQ-intensity,0.0
