,indexes,names,scores
0,1,textmining,0.298326770304
1,2,combined_score,0.295941902692
2,3,experimental,0.244431050331
3,4,CA_E3027_Unique-peptides,0.189607938932
4,5,CM_norm_E3020_Intensity,0.184835519369
5,6,CM_norm_E3020_iBAQ,0.184835519369
6,7,MdAE_norm_E3019_MS-MS-Count,0.172056763621
7,8,CM_E3019_MS-MS-Count,0.168625299251
8,9,MSE_norm_E3024_LFQ-intensity,0.166403924691
9,10,MdAE_norm_E3024_LFQ-intensity,0.164097340074
10,11,CKS_E3027_Unique-peptides,0.164006113485
11,12,CM_E3020_iBAQ,0.163787270656
12,13,CM_E3020_Intensity,0.163787270656
13,14,CM_norm_E3019_LFQ-intensity,0.162432839487
14,15,CC_abs_E3021_Intensity,0.158706358707
15,16,CC_abs_E3019_iBAQ,0.156511579149
16,17,CM_norm_E3027_Unique-peptides,0.155350036755
17,18,CM_norm_E3019_Unique-peptides,0.151326911556
18,19,CC_abs_iBAQ_300,0.150105270568
19,20,CM_norm_E3020_LFQ-intensity,0.148136284724
20,21,CM_E3024_LFQ-intensity,0.147843391902
21,22,PC_E3027_Unique-peptides,0.14778376415
22,23,CA_E3017_LFQ-intensity,0.147277613418
23,24,CM_E3019_Unique-peptides,0.147000561307
24,25,CC_abs_E3023_iBAQ,0.145743490363
25,26,CC_abs_E3017_iBAQ,0.142523177221
26,27,CM_E3020_LFQ-intensity,0.142515610883
27,28,CM_norm_E3019_MS-MS-Count,0.139376355807
28,29,CC_abs_E3021_iBAQ,0.136529383595
29,30,CA_Unique-peptides_1000,0.135698417955
30,31,CM_E3019_LFQ-intensity,0.13464976297
31,32,PC_E3027_MS-MS-Count,0.126612722554
32,33,CA_E3020_Unique-peptides,0.1254123618
33,34,MIS_E3017_iBAQ,0.124968032091
34,35,MIS_E3017_Intensity,0.124968032091
35,36,F1_E3027_Unique-peptides,0.121545990247
36,37,CM_norm_E3028_iBAQ,0.121306967189
37,38,CM_E3027_Unique-peptides,0.120956721354
38,39,CM_norm_E3028_Intensity,0.120581387771
39,40,CM_E3027_MS-MS-Count,0.119813545832
40,41,CM_iBAQ_1000,0.118060675117
41,42,CM_Intensity_1000,0.118060675117
42,43,EVS_norm_E3027_MS-MS-Count,0.117940292182
43,44,PC_E3028_LFQ-intensity,0.117735378835
44,45,EVS_norm_E3027_Unique-peptides,0.116231020705
45,46,MIS_E3019_LFQ-intensity,0.113885093467
46,47,CM_LFQ-intensity_1000,0.110614727592
47,48,CM_norm_E3027_MS-MS-Count,0.108919072003
48,49,SC_E3027_Unique-peptides,0.108392059982
49,50,PC_E3028_MS-MS-Count,0.106197327816
50,51,MdAE_abs_E3017_iBAQ,0.105081270966
51,52,HS_E3024_Intensity,0.102816381834
52,53,HS_E3024_iBAQ,0.102816381834
53,54,CC_average_E3028_LFQ-intensity,0.102567422298
54,55,CA_E3027_MS-MS-Count,0.102109579333
55,56,PS_E3027_Unique-peptides,0.0969974336343
56,57,RS_E3027_Unique-peptides,0.0969974336343
57,58,AS_E3027_Unique-peptides,0.0969974336343
58,59,MIS_E3019_Intensity,0.0960871898544
59,60,MIS_E3019_iBAQ,0.0960871898544
60,61,R2_norm_E3019_iBAQ,0.0954277016433
61,62,R2_norm_E3019_Intensity,0.0954218960273
62,63,CC_abs_Intensity_300,0.0947630915576
63,64,R2_norm_E3017_LFQ-intensity,0.0917177992696
64,65,CC_abs_E3021_LFQ-intensity,0.0914647479658
65,66,EVS_abs_E3027_Unique-peptides,0.0914620955407
66,67,F1_E3020_MS-MS-Count,0.0889376005424
67,68,CA_E3028_Intensity,0.0888438456908
68,69,CA_E3028_iBAQ,0.0876638993256
69,70,MIS_E3023_iBAQ,0.0861677133055
70,71,MIS_E3023_Intensity,0.0861677133055
71,72,CC_max_E3028_MS-MS-Count,0.0861244231807
72,73,CC_abs_E3024_iBAQ,0.0854837035473
73,74,HS_E3027_LFQ-intensity,0.0851725427912
74,75,CA_LFQ-intensity_300,0.0843034932395
75,76,EVS_abs_E3020_Unique-peptides,0.0838039371696
76,77,CM_E3027_Intensity,0.0838019456522
77,78,CM_E3027_iBAQ,0.0838019456522
78,79,ADR_E3019_Unique-peptides,0.0829580755008
79,80,R2_norm_E3027_MS-MS-Count,0.0825553551427
80,81,CC_abs_E3028_iBAQ,0.0824623953347
