,rfecv_score,index
0,0.887263789237,1
1,0.969262721671,2
2,0.969234132033,3
3,0.969277583762,4
4,0.967596292843,5
5,0.972699903038,6
6,0.976129517392,7
7,0.970970741188,8
8,0.965844125186,9
9,0.974398172436,10
10,0.967539395792,11
11,0.96750847511,12
12,0.970972254492,13
13,0.97444298108,14
14,0.972721461608,15
