,indexes,names,scores
0,1,CA_E3019_LFQ-intensity,0.0350887911471
1,2,PC_E3023_Intensity,0.0272354965359
2,3,PC_E3019_Intensity,0.0257857057021
3,4,PC_E3017_iBAQ,0.0251152802264
4,5,CC_abs_iBAQ_300,0.0197147292715
5,6,CC_max_E3019_LFQ-intensity,0.0178013528672
6,7,combined_score,0.0177673174684
7,8,CC_average_E3019_iBAQ,0.0151311389404
8,9,MSE_norm_E3017_iBAQ,0.0148320978761
9,10,CC_max_LFQ-intensity_300,0.0147222738734
10,11,CA_E3017_LFQ-intensity,0.0139717837685
11,12,EVS_norm_E3017_iBAQ,0.0137712008698
12,13,EVS_norm_E3019_iBAQ,0.0129430597585
13,14,CC_average_E3023_Intensity,0.0127482751899
14,15,CC_average_Intensity_1000,0.0125245829391
15,16,R2_norm_E3021_LFQ-intensity,0.0124277396037
16,17,MSE_norm_E3023_iBAQ,0.0123878960775
17,18,MSE_norm_E3017_MS-MS-Count,0.0122447909059
18,19,CC_average_E3020_iBAQ,0.0121449826221
19,20,CC_max_Intensity_1000,0.012052372294
20,21,CC_average_LFQ-intensity_300,0.0119921440037
21,22,PC_Intensity_300,0.0119668488498
22,23,EVS_norm_E3017_LFQ-intensity,0.0118195958601
23,24,EVS_norm_E3017_MS-MS-Count,0.0117000756125
24,25,MSE_norm_E3023_Intensity,0.0116668057303
25,26,MAE_norm_E3017_Intensity,0.0116533683491
26,27,R2_norm_E3024_Intensity,0.0115092236839
27,28,CC_average_E3020_Intensity,0.0114936561181
28,29,PC_E3020_MS-MS-Count,0.0113747634808
29,30,PC_E3024_iBAQ,0.0109292303723
30,31,CC_max_iBAQ_1000,0.0103717241844
31,32,EVS_norm_E3020_iBAQ,0.0103330467711
32,33,CA_E3019_iBAQ,0.0103182795414
33,34,CA_Intensity_300,0.0102775741456
34,35,CC_average_E3017_LFQ-intensity,0.0101204768088
35,36,HL_E3017_iBAQ,0.00999663096154
36,37,CM_LFQ-intensity_300,0.00965917227899
37,38,CC_max_E3017_MS-MS-Count,0.00954949083863
38,39,EVS_norm_E3027_MS-MS-Count,0.00952866075299
39,40,VMS_E3024_Intensity,0.00950710187373
40,41,R2_norm_E3023_iBAQ,0.00883771337271
41,42,R2_norm_E3019_LFQ-intensity,0.00882126687416
42,43,HS_E3019_Intensity,0.00855169411937
43,44,HL_E3020_Unique-peptides,0.00833699201054
44,45,MdAE_norm_E3019_MS-MS-Count,0.00668132375063
45,46,CC_average_E3019_Intensity,0.0065017994802
46,47,PC_E3017_LFQ-intensity,0.00575356007963
47,48,CC_max_iBAQ_300,0.00534905695379
48,49,CC_average_iBAQ_300,0.00505361143292
49,50,MSE_norm_E3024_Intensity,0.00479015946628
50,51,CC_max_E3027_Intensity,0.00437705832909
51,52,PC_E3019_LFQ-intensity,0.00437170020482
52,53,PC_E3024_MS-MS-Count,0.0038029983274
53,54,CC_average_E3019_LFQ-intensity,0.00376263615456
54,55,CC_abs_E3017_iBAQ,0.0036434406948
