,indexes,names,scores
0,1,CC_max_E3017_iBAQ,0.0562406297844
1,2,CC_average_LFQ-intensity_300,0.0428905868041
2,3,CC_max_E3019_LFQ-intensity,0.0318849064389
3,4,R2_norm_E3017_iBAQ,0.0305438273312
4,5,MSE_norm_E3017_Intensity,0.0296310481744
5,6,MSE_norm_E3019_LFQ-intensity,0.0293050364369
6,7,R2_norm_E3017_LFQ-intensity,0.0290122102724
7,8,PC_Intensity_300,0.0282792630235
8,9,EVS_norm_E3023_LFQ-intensity,0.0277853017299
9,10,PC_E3017_Intensity,0.0275414677704
10,11,CC_average_E3019_iBAQ,0.0185142578259
11,12,CC_average_E3019_Intensity,0.0167696179662
12,13,R2_norm_E3019_iBAQ,0.0166937840345
13,14,PC_E3024_Intensity,0.0152445850195
14,15,R2_norm_E3019_Intensity,0.0150621861397
15,16,PC_E3019_LFQ-intensity,0.0149271321064
16,17,PC_E3019_iBAQ,0.0149124703298
17,18,R2_norm_E3017_Intensity,0.0148624993873
18,19,CA_MS-MS-Count_300,0.0148252595499
19,20,CC_average_Intensity_300,0.0148153887661
20,21,EVS_norm_E3017_Intensity,0.0145365865734
21,22,PC_E3023_LFQ-intensity,0.014499052567
22,23,PC_E3017_iBAQ,0.01436137677
23,24,EVS_norm_E3019_iBAQ,0.0142233434427
24,25,MAE_norm_E3024_Intensity,0.0142127175728
25,26,VMS_E3017_iBAQ,0.0137464229674
26,27,R2_norm_E3023_LFQ-intensity,0.0136032286801
27,28,CC_average_E3023_LFQ-intensity,0.013352913705
28,29,CC_max_E3021_LFQ-intensity,0.0133200341811
29,30,PC_E3023_Intensity,0.0133006243986
30,31,PC_E3020_Intensity,0.0129866769917
31,32,MAE_norm_E3021_LFQ-intensity,0.0127499105249
32,33,EVS_norm_E3021_LFQ-intensity,0.012619151145
33,34,CC_average_E3023_iBAQ,0.0124945678386
34,35,ADR_E3021_Intensity,0.0123711772757
35,36,PC_E3019_MS-MS-Count,0.0120878004335
36,37,VMS_E3017_LFQ-intensity,0.01202998048
37,38,VMS_E3024_Intensity,0.00583391965092
38,39,CC_abs_E3017_iBAQ,0.00503286773997
39,40,CKS_E3024_Intensity,0.0039702057808
40,41,F1_E3027_Unique-peptides,0.00381511387887
41,42,MAE_norm_E3027_Unique-peptides,0.00349869662368
42,43,MSE_abs_E3027_Unique-peptides,0.00334332554339
43,44,MAE_abs_E3020_MS-MS-Count,0.00323666120036
44,45,MSE_abs_E3021_Intensity,0.00322416014662
45,46,MSE_norm_E3027_iBAQ,0.00289493591931
46,47,MAE_abs_E3017_Intensity,0.00276488070228
47,48,CC_average_E3020_iBAQ,0.00269996724375
48,49,CS_E3024_Unique-peptides,0.00258088914806
49,50,CM_norm_E3019_iBAQ,0.00253379231623
50,51,HL_E3024_LFQ-intensity,0.00252312889635
51,52,MAE_abs_E3017_LFQ-intensity,0.00238649145605
52,53,CC_average_E3017_LFQ-intensity,0.0023224840801
53,54,MAE_abs_E3021_MS-MS-Count,0.00230130442941
54,55,MSE_norm_E3020_Unique-peptides,0.00225650496491
55,56,R2_norm_E3023_iBAQ,0.0022087303387
56,57,MAE_abs_E3019_LFQ-intensity,0.00220489090725
57,58,RS_E3024_iBAQ,0.00216415326184
58,59,MAE_abs_E3021_LFQ-intensity,0.00215228174078
59,60,PC_iBAQ_1000,0.00212203092476
60,61,MdAE_abs_E3019_Intensity,0.00209272236326
61,62,R2_norm_E3027_LFQ-intensity,0.00206167541734
62,63,MAE_abs_E3017_Unique-peptides,0.00204865617629
63,64,CKS_E3024_iBAQ,0.0020346269488
64,65,MSE_norm_E3024_LFQ-intensity,0.0019996077762
65,66,CC_max_Intensity_300,0.00190726982478
66,67,MAE_norm_E3028_Unique-peptides,0.00185936036354
67,68,MSE_abs_E3019_Intensity,0.00179923202739
68,69,MdAE_norm_E3019_Unique-peptides,0.00170760545202
69,70,CS_E3019_iBAQ,0.00170570017941
70,71,MAE_abs_E3023_Unique-peptides,0.00169916678969
71,72,PC_E3027_Unique-peptides,0.00169522921204
72,73,MAE_norm_E3027_Intensity,0.0016924086965
73,74,VMS_E3021_MS-MS-Count,0.00168520488635
74,75,MAE_abs_E3024_Unique-peptides,0.00164381321351
75,76,ADR_E3028_Intensity,0.00161743201976
76,77,MAE_abs_E3023_iBAQ,0.00160719584687
77,78,CKS_E3028_iBAQ,0.00158420403461
78,79,R2_norm_E3020_iBAQ,0.00158052666625
79,80,MSE_norm_E3027_Unique-peptides,0.00157999927836
80,81,R2_abs_E3019_Intensity,0.00156616616907
81,82,VMS_E3019_LFQ-intensity,0.00154203419613
82,83,FMS_E3020_iBAQ,0.00152697184708
83,84,MdAE_abs_E3017_Unique-peptides,0.00152288640792
84,85,MAE_norm_E3017_LFQ-intensity,0.001487254143
85,86,R2_norm_E3028_Unique-peptides,0.00147172366364
86,87,MAE_abs_E3023_MS-MS-Count,0.0014694442828
87,88,CC_abs_E3017_Intensity,0.0014065338968
88,89,MSE_abs_E3027_MS-MS-Count,0.00140247806522
89,90,MdAE_norm_E3021_LFQ-intensity,0.00139877727183
90,91,ADR_E3027_Unique-peptides,0.00139003060121
91,92,CC_abs_iBAQ_300,0.00137122752313
92,93,MAE_norm_E3019_LFQ-intensity,0.00136408623974
93,94,EVS_norm_E3017_iBAQ,0.00136050504267
94,95,MSE_abs_E3017_Intensity,0.0013371753812
95,96,MSE_norm_E3020_LFQ-intensity,0.00132707676057
96,97,MAE_abs_E3027_MS-MS-Count,0.00132191689892
97,98,MSE_norm_E3019_Intensity,0.00131575593642
98,99,EVS_abs_E3020_Intensity,0.00129117228794
99,100,R2_abs_E3017_LFQ-intensity,0.00129101807276
100,101,HS_E3020_iBAQ,0.00126266471422
101,102,CC_average_E3028_MS-MS-Count,0.00125768073989
102,103,EVS_abs_E3023_iBAQ,0.00124752114835
103,104,VMS_E3028_iBAQ,0.00123813600001
104,105,HS_E3028_iBAQ,0.00116286867342
105,106,CC_average_E3023_Intensity,0.00115460930616
106,107,MAE_norm_E3017_iBAQ,0.00115006561232
107,108,CC_average_E3019_LFQ-intensity,0.00114860083963
108,109,CC_average_E3028_Intensity,0.00114800696134
109,110,MIS_E3027_iBAQ,0.00114446997602
110,111,FMS_E3020_MS-MS-Count,0.00106918550154
111,112,ADR_E3028_iBAQ,0.00106329008443
112,113,CC_max_E3028_Unique-peptides,0.00105852516284
113,114,RS_E3019_iBAQ,0.00102690946565
114,115,PS_E3020_iBAQ,0.00102519639714
115,116,CM_MS-MS-Count_1000,0.00102244970269
116,117,RS_E3027_Intensity,0.00102123990182
117,118,CC_max_LFQ-intensity_300,0.00102064525178
118,119,MAE_norm_E3027_LFQ-intensity,0.00101372487617
119,120,EVS_abs_E3020_iBAQ,0.000984888951813
120,121,HL_E3028_LFQ-intensity,0.000982368711111
121,122,FMS_E3017_Unique-peptides,0.000962466043162
122,123,MAE_norm_E3019_MS-MS-Count,0.000959006170561
123,124,FMS_E3024_MS-MS-Count,0.000950614609199
124,125,CC_max_E3019_Intensity,0.000947979084479
125,126,MAE_abs_E3028_LFQ-intensity,0.00094738648543
126,127,PC_iBAQ_300,0.000929130164531
127,128,ADR_E3028_MS-MS-Count,0.000925006795288
128,129,RS_E3023_iBAQ,0.000923902419947
129,130,ADR_E3023_LFQ-intensity,0.000919362656243
130,131,EVS_abs_E3027_LFQ-intensity,0.000907614242064
131,132,MAE_abs_E3021_Unique-peptides,0.000905041397932
132,133,CC_abs_Intensity_300,0.000902076890683
133,134,MSE_norm_E3028_Unique-peptides,0.000898347815152
134,135,HL_E3028_MS-MS-Count,0.000885035530366
135,136,VMS_E3024_iBAQ,0.00087247330214
136,137,MdAE_norm_E3027_Unique-peptides,0.000843036960337
137,138,CKS_SAL1018_intensity,0.000830267707066
138,139,EVS_abs_E3017_iBAQ,0.000824436274558
139,140,VMS_E3021_Intensity,0.000823297360487
140,141,MSE_abs_E3021_LFQ-intensity,0.000810166297537
141,142,MIS_E3024_LFQ-intensity,0.000800642609589
142,143,F1_E3024_Intensity,0.000789593158426
143,144,CC_max_E3023_Unique-peptides,0.000784993660874
144,145,RS_E3027_Unique-peptides,0.000777914625426
145,146,CC_abs_LFQ-intensity_300,0.000768530997381
146,147,CKS_E3017_LFQ-intensity,0.000762930841029
147,148,ADR_E3023_Intensity,0.000746327289664
148,149,MSE_abs_E3024_Unique-peptides,0.000742216912795
149,150,MSE_abs_E3017_LFQ-intensity,0.000742131636586
150,151,PC_E3027_MS-MS-Count,0.000731602527442
151,152,HS_E3023_Intensity,0.00072809624143
152,153,MAE_abs_E3024_LFQ-intensity,0.000715580062007
153,154,MdAE_norm_E3020_Unique-peptides,0.000714404740383
154,155,MAE_norm_E3021_iBAQ,0.000707578267944
155,156,CC_abs_E3024_Unique-peptides,0.000705908039272
156,157,R2_norm_E3024_iBAQ,0.000704576260042
157,158,EVS_abs_E3027_Unique-peptides,0.000701147832479
158,159,MAE_abs_E3020_Intensity,0.000691900343418
159,160,R2_abs_E3020_Intensity,0.00068853326775
160,161,CC_abs_E3024_iBAQ,0.000688239233758
161,162,EVS_abs_E3021_iBAQ,0.00068451795504
162,163,EVS_norm_E3024_LFQ-intensity,0.000667393740095
163,164,RS_E3020_Intensity,0.000667336093453
164,165,CC_max_E3023_Intensity,0.000662875800547
165,166,R2_abs_E3020_MS-MS-Count,0.000661472223114
166,167,R2_abs_E3021_LFQ-intensity,0.000661425366291
167,168,CC_max_MS-MS-Count_300,0.000659882038253
168,169,CKS_E3027_Intensity,0.000652211470692
169,170,RS_E3024_Intensity,0.000648924989742
170,171,EVS_norm_E3028_LFQ-intensity,0.000648605736816
171,172,AS_E3019_Unique-peptides,0.000647414561896
172,173,MdAE_abs_E3021_MS-MS-Count,0.000647150724175
173,174,MAE_norm_E3024_iBAQ,0.000644858352958
174,175,CKS_E3017_iBAQ,0.000643778137615
175,176,MIS_E3017_MS-MS-Count,0.000641079272769
176,177,R2_abs_E3024_iBAQ,0.000640049709224
177,178,RS_E3017_LFQ-intensity,0.000639386256593
178,179,AS_E3028_Unique-peptides,0.000634755242955
179,180,SC_E3020_Unique-peptides,0.000626739099011
180,181,MIS_E3020_Unique-peptides,0.000625754975067
181,182,CC_max_E3023_LFQ-intensity,0.000621737470779
182,183,MAE_norm_E3020_LFQ-intensity,0.000610961726989
183,184,MdAE_abs_E3028_iBAQ,0.000610352438476
184,185,CC_abs_E3023_LFQ-intensity,0.000608389717364
185,186,CC_max_E3019_Unique-peptides,0.000607043218572
186,187,CS_E3027_iBAQ,0.000603652452174
187,188,R2_abs_E3024_Intensity,0.000602655302869
188,189,CC_max_E3028_iBAQ,0.000594083343686
189,190,VMS_E3024_Unique-peptides,0.000592691190784
190,191,R2_norm_E3027_Unique-peptides,0.000590873494244
191,192,CC_max_E3017_LFQ-intensity,0.000588601284795
192,193,FMS_E3023_MS-MS-Count,0.000583960561977
193,194,HS_E3017_LFQ-intensity,0.000565033952341
194,195,PC_E3028_iBAQ,0.000562337355354
195,196,VMS_E3027_Intensity,0.000561963435279
196,197,MSE_norm_E3019_Unique-peptides,0.000558972241758
197,198,CC_abs_E3023_iBAQ,0.000558031151658
198,199,MSE_abs_E3028_iBAQ,0.000556370002394
199,200,CKS_E3017_Unique-peptides,0.000555616604278
200,201,SC_E3017_MS-MS-Count,0.000553219001777
201,202,AS_E3017_LFQ-intensity,0.00055240412641
202,203,MSE_norm_E3024_MS-MS-Count,0.000551319472046
203,204,SC_E3019_iBAQ,0.000547075092974
204,205,PC_E3024_Unique-peptides,0.00054509867119
205,206,FMS_E3028_LFQ-intensity,0.000541011921422
206,207,CM_iBAQ_1000,0.000540547607312
207,208,CC_abs_Unique-peptides_1000,0.000537824582766
208,209,EVS_norm_E3017_Unique-peptides,0.000537743634446
209,210,CC_abs_E3017_LFQ-intensity,0.000537620393018
210,211,SC_iBAQ_1000,0.000537101865193
211,212,CM_norm_E3019_Unique-peptides,0.000534392302004
212,213,SC_E3024_MS-MS-Count,0.000533546861152
213,214,RS_E3021_Unique-peptides,0.00052478177087
214,215,CS_E3021_MS-MS-Count,0.000519368215358
215,216,ADR_E3023_MS-MS-Count,0.000517878449076
216,217,R2_norm_E3017_Unique-peptides,0.000514623446407
217,218,MAE_abs_E3021_Intensity,0.000514160121771
218,219,MIS_E3023_Unique-peptides,0.000509049011191
219,220,MAE_abs_E3020_Unique-peptides,0.00050762822443
220,221,HL_E3028_Intensity,0.000504429599859
221,222,HL_E3017_Unique-peptides,0.000498860448747
222,223,CC_average_E3017_iBAQ,0.000493763843769
223,224,CM_E3024_iBAQ,0.000491228748482
224,225,PC_Intensity_1000,0.0004871848714
225,226,MdAE_norm_E3017_LFQ-intensity,0.000485209039341
226,227,FMS_E3024_iBAQ,0.000480818684434
227,228,CC_max_E3028_MS-MS-Count,0.000480586333292
228,229,MSE_norm_E3027_MS-MS-Count,0.000478669364514
229,230,CKS_E3021_MS-MS-Count,0.000478418922293
230,231,PC_E3027_iBAQ,0.000476479436989
231,232,CS_E3020_Intensity,0.000475808661585
232,233,MAE_norm_E3019_Unique-peptides,0.000474181649817
233,234,AS_E3017_Intensity,0.000470003245444
234,235,EVS_norm_E3028_iBAQ,0.000463938133632
235,236,RS_E3027_iBAQ,0.00046268684511
236,237,CS_E3024_MS-MS-Count,0.000457103920714
237,238,MSE_norm_E3027_LFQ-intensity,0.000453286325863
238,239,EVS_abs_E3024_Unique-peptides,0.000450906809151
239,240,HS_E3019_Intensity,0.0004418727956
240,241,F1_E3017_Intensity,0.00043599383725
241,242,MdAE_norm_E3024_Unique-peptides,0.0004235718151
242,243,MIS_E3021_MS-MS-Count,0.000418243482298
243,244,CC_abs_E3024_Intensity,0.000418119295603
244,245,PS_E3021_Intensity,0.000417299347047
245,246,EVS_norm_E3028_MS-MS-Count,0.00041485701638
246,247,ADR_E3020_Intensity,0.000414378770839
247,248,MdAE_norm_E3017_MS-MS-Count,0.000414137809359
248,249,ADR_E3024_iBAQ,0.00040704348908
249,250,MAE_abs_E3017_iBAQ,0.000405738941133
250,251,CKS_E3024_MS-MS-Count,0.000404844432468
251,252,EVS_norm_E3027_MS-MS-Count,0.000403989022714
252,253,PS_E3027_LFQ-intensity,0.000400882930488
253,254,R2_abs_E3027_Intensity,0.000400123103776
254,255,CC_max_E3023_MS-MS-Count,0.000394846126344
255,256,PC_E3020_iBAQ,0.000393369476543
256,257,F1_E3021_iBAQ,0.000389049672481
257,258,CC_max_E3028_LFQ-intensity,0.000387033993815
258,259,CC_average_E3021_Intensity,0.000381400412671
259,260,CC_average_E3020_LFQ-intensity,0.00037994925509
260,261,CM_norm_E3020_Unique-peptides,0.00037405036701
261,262,SC_E3024_Intensity,0.000370951059465
262,263,MdAE_abs_E3020_iBAQ,0.000366497828136
263,264,HS_E3019_iBAQ,0.000361750183126
264,265,CM_norm_E3023_iBAQ,0.000359559954493
265,266,ADR_E3027_Intensity,0.000355375740321
266,267,CC_average_E3020_Intensity,0.000350846342094
267,268,PC_E3019_Unique-peptides,0.000345491064065
268,269,AS_E3024_Intensity,0.000341908162519
269,270,CC_average_E3028_LFQ-intensity,0.000338301318871
270,271,MIS_E3021_Unique-peptides,0.000337124899719
271,272,AS_E3028_LFQ-intensity,0.000332645331408
272,273,MIS_SAL1018_intensity,0.000327732968456
273,274,MdAE_norm_E3017_iBAQ,0.0003262620305
274,275,VMS_E3017_Intensity,0.000325876684678
275,276,F1_E3028_LFQ-intensity,0.000316218401462
276,277,MAE_norm_E3017_Unique-peptides,0.000316116388315
277,278,HL_E3019_Intensity,0.000314782170738
278,279,MSE_abs_E3021_iBAQ,0.000312589581647
279,280,CM_norm_E3020_LFQ-intensity,0.000307787011388
280,281,CKS_E3019_iBAQ,0.000306827465852
281,282,MAE_abs_E3019_MS-MS-Count,0.000306139081036
282,283,SC_MS-MS-Count_300,0.000304263452689
283,284,CKS_E3019_Unique-peptides,0.000301282317702
284,285,AS_E3019_Intensity,0.000297552311044
285,286,FMS_E3021_iBAQ,0.000294284537216
286,287,CM_norm_E3017_iBAQ,0.000293942122186
287,288,R2_abs_E3023_Unique-peptides,0.000293184985765
288,289,CC_max_iBAQ_300,0.000292709906579
289,290,MdAE_abs_E3020_MS-MS-Count,0.000290282102171
290,291,SC_LFQ-intensity_1000,0.000289891477784
291,292,EVS_norm_E3021_Intensity,0.000289521718246
292,293,CC_abs_E3021_iBAQ,0.000283627403529
293,294,CC_average_E3017_Intensity,0.000280282801202
294,295,CM_E3028_MS-MS-Count,0.000279969518677
295,296,MAE_norm_E3023_Unique-peptides,0.000279867495845
296,297,SC_E3027_MS-MS-Count,0.000278268379591
297,298,MAE_abs_E3027_Intensity,0.000277730434498
298,299,R2_abs_E3019_iBAQ,0.000277273454359
299,300,MdAE_norm_E3024_LFQ-intensity,0.000277143664604
300,301,CS_E3020_MS-MS-Count,0.000276563575299
301,302,CKS_E3028_Intensity,0.000275748319166
302,303,EVS_norm_E3020_MS-MS-Count,0.000273784070775
303,304,CM_norm_E3017_MS-MS-Count,0.000272859516444
304,305,MdAE_abs_E3027_LFQ-intensity,0.000271585264038
305,306,coexpression,0.000270767079259
306,307,MAE_norm_E3023_Intensity,0.000270533985833
307,308,MSE_norm_E3023_LFQ-intensity,0.000270391151524
