,indexes,names,scores
0,1,CC_max_E3017_iBAQ,121.968848718
1,2,CC_max_E3017_Intensity,121.966668667
2,3,CC_average_E3017_iBAQ,120.33656744
3,4,CC_average_E3017_Intensity,120.33656744
4,5,PC_E3017_Intensity,118.63089573
5,6,PC_E3017_iBAQ,118.628602174
6,7,MAE_norm_E3017_Intensity,118.500949599
7,8,MAE_norm_E3017_iBAQ,118.500949599
8,9,CC_max_E3019_LFQ-intensity,118.363517402
9,10,MAE_norm_E3019_iBAQ,117.647498109
10,11,MAE_norm_E3019_Intensity,117.634174945
11,12,CA_LFQ-intensity_300,117.14398536
12,13,MSE_norm_E3017_iBAQ,116.115955173
13,14,MSE_norm_E3017_Intensity,116.105655386
14,15,MAE_norm_E3019_LFQ-intensity,112.932920724
15,16,PC_iBAQ_300,112.219591828
16,17,PC_Intensity_300,112.219591828
17,18,CC_average_E3019_LFQ-intensity,111.654850729
18,19,MAE_norm_E3017_LFQ-intensity,109.966588396
19,20,MSE_norm_E3019_iBAQ,109.833015786
20,21,MSE_norm_E3019_Intensity,109.832979106
21,22,MAE_norm_E3023_iBAQ,109.796978678
22,23,MAE_norm_E3023_Intensity,109.796978678
23,24,MSE_norm_E3017_LFQ-intensity,109.352257214
24,25,PC_E3019_Intensity,109.3098286
25,26,PC_E3019_iBAQ,109.309376915
26,27,CC_max_E3017_LFQ-intensity,108.839466137
27,28,CC_average_E3019_iBAQ,108.630329546
28,29,CC_average_E3019_Intensity,108.625319085
29,30,PC_E3017_LFQ-intensity,108.521849488
30,31,CC_average_Intensity_300,108.495456746
31,32,CC_average_iBAQ_300,108.495456746
32,33,CC_max_LFQ-intensity_300,108.494478576
33,34,MAE_norm_E3023_LFQ-intensity,108.27430536
34,35,combined_score,108.243013626
35,36,CC_max_Intensity_300,108.158957349
36,37,CC_max_iBAQ_300,108.158957349
37,38,PC_E3019_LFQ-intensity,107.430796848
38,39,CKS_E3019_LFQ-intensity,105.674722075
39,40,CC_max_E3019_iBAQ,105.26635895
40,41,CC_max_E3019_Intensity,105.265454398
41,42,MAE_norm_E3021_LFQ-intensity,105.122770846
42,43,CC_average_LFQ-intensity_300,104.702721349
43,44,CC_abs_iBAQ_300,104.445744567
44,45,CC_average_E3017_LFQ-intensity,104.085422662
45,46,PC_LFQ-intensity_300,103.802199005
46,47,MSE_norm_E3019_LFQ-intensity,103.683792553
47,48,MSE_norm_E3023_Intensity,103.277656803
48,49,MSE_norm_E3023_iBAQ,103.277101341
49,50,EVS_norm_E3017_Intensity,102.870494812
50,51,EVS_norm_E3017_iBAQ,102.87014228
51,52,CC_average_iBAQ_1000,101.373904316
52,53,CC_average_Intensity_1000,101.373904316
53,54,CKS_E3021_LFQ-intensity,100.520158703
54,55,CA_Intensity_300,100.277108637
55,56,CA_iBAQ_1000,99.6915282458
56,57,CA_Intensity_1000,99.6915282458
57,58,CC_abs_E3017_iBAQ,99.6209014351
58,59,CC_abs_E3023_iBAQ,99.4265160083
59,60,MAE_norm_E3021_iBAQ,99.4043401125
60,61,MAE_norm_E3021_Intensity,99.3949787297
61,62,EVS_norm_E3019_Intensity,99.1275187958
62,63,EVS_norm_E3019_iBAQ,99.1260765512
63,64,CC_max_E3023_LFQ-intensity,99.0193910985
64,65,CKS_E3017_LFQ-intensity,98.3675467431
65,66,R2_norm_E3019_LFQ-intensity,97.8244621423
66,67,EVS_norm_E3019_LFQ-intensity,97.6851114398
67,68,ADR_E3017_iBAQ,97.0852304272
68,69,ADR_E3017_Intensity,97.0852304272
69,70,MSE_norm_E3021_LFQ-intensity,96.8917392002
70,71,PC_iBAQ_1000,96.7249840615
71,72,PC_Intensity_1000,96.7249840615
72,73,CKS_E3023_LFQ-intensity,96.2260611647
73,74,PC_E3023_Intensity,96.1124608388
74,75,PC_E3023_iBAQ,96.1114769204
75,76,MSE_norm_E3021_iBAQ,95.9304999994
76,77,MSE_norm_E3021_Intensity,95.9304999994
77,78,CA_iBAQ_300,95.4729922491
78,79,CKS_E3017_Intensity,95.3038242601
79,80,CKS_E3017_iBAQ,95.3038242601
80,81,CC_average_E3023_Intensity,95.246159863
81,82,CC_average_E3023_iBAQ,95.246159863
82,83,MSE_norm_E3023_LFQ-intensity,94.8468369789
83,84,CC_max_iBAQ_1000,94.329922406
84,85,CC_max_Intensity_1000,94.329922406
85,86,CKS_E3019_Intensity,94.2006791125
86,87,CKS_E3019_iBAQ,94.2006791125
87,88,PC_MS-MS-Count_1000,94.1300316615
88,89,CC_average_E3023_LFQ-intensity,93.6493429968
89,90,PC_E3021_Intensity,93.6228868062
90,91,PC_E3021_iBAQ,93.6228868062
91,92,PC_E3027_MS-MS-Count,93.5587326848
92,93,R2_norm_E3019_iBAQ,93.0537278517
93,94,R2_norm_E3019_Intensity,93.053582282
94,95,CA_E3017_LFQ-intensity,93.0079733719
95,96,PC_E3023_LFQ-intensity,92.7277801632
96,97,CC_abs_E3019_iBAQ,92.342084438
97,98,PC_E3021_LFQ-intensity,92.1089026549
98,99,VMS_E3017_Intensity,91.8923696786
99,100,VMS_E3017_iBAQ,91.8923696786
100,101,R2_norm_E3023_LFQ-intensity,91.8516872934
101,102,EVS_norm_E3017_LFQ-intensity,91.8116592819
102,103,ADR_E3019_iBAQ,91.73783711
103,104,ADR_E3019_Intensity,91.73783711
104,105,CC_average_E3021_LFQ-intensity,91.55254479
105,106,CKS_E3027_iBAQ,91.2088625992
106,107,CKS_E3027_Intensity,91.2088625992
107,108,EVS_norm_E3023_Intensity,91.1503970786
108,109,EVS_norm_E3023_iBAQ,91.1497425023
109,110,CC_max_E3023_Intensity,91.1124575222
110,111,CC_max_E3023_iBAQ,91.1099513585
111,112,CC_average_E3020_iBAQ,90.8708327223
112,113,CC_average_E3020_Intensity,90.8708327223
113,114,ADR_E3021_iBAQ,90.74257148
114,115,ADR_E3021_Intensity,90.6708391183
115,116,R2_norm_E3021_LFQ-intensity,90.49909419
116,117,R2_norm_E3023_iBAQ,90.4525263029
117,118,R2_norm_E3023_Intensity,90.4487346353
118,119,CC_average_E3027_Intensity,90.2862227603
119,120,CC_average_E3027_iBAQ,90.284694281
120,121,experimental,89.6823429044
121,122,R2_norm_E3017_Intensity,88.7697807795
122,123,R2_norm_E3017_iBAQ,88.7696010299
123,124,ADR_E3017_LFQ-intensity,88.7063263159
124,125,CKS_E3023_iBAQ,88.5693806183
125,126,CKS_E3023_Intensity,88.5693806183
126,127,ADR_E3021_LFQ-intensity,88.4131108495
127,128,CA_E3019_LFQ-intensity,87.9685498224
128,129,CKS_E3024_iBAQ,87.8014186444
129,130,CKS_E3024_Intensity,87.8014186444
130,131,PC_E3027_Intensity,87.5430560321
131,132,PC_E3027_iBAQ,87.5416344041
132,133,CC_max_E3021_LFQ-intensity,87.4366026292
133,134,VMS_E3019_iBAQ,87.3480806764
134,135,VMS_E3019_Intensity,87.3480806764
135,136,PC_Unique-peptides_1000,87.166892336
136,137,CC_abs_E3021_iBAQ,86.6572232415
137,138,EVS_norm_E3023_LFQ-intensity,86.608594425
